,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Mogadishu,SO,2.0371,45.3438,85.87,79,75,11.5,broken clouds
701,Beterou,BJ,9.1992,2.2586,76.19,83,100,2.13,overcast clouds
702,Kautokeino,NO,69.0125,23.0412,23.29,78,44,8.21,scattered clouds
703,Coruripe,BR,-10.1256,-36.1756,73.31,78,94,2.51,overcast clouds
704,Chimore,BO,-16.9833,-65.1333,68.52,93,100,0.67,overcast clouds
705,Saint-Avold,FR,49.1027,6.7006,49.48,96,78,4.03,broken clouds
706,Mount Gambier,AU,-37.8333,140.7667,57.11,82,75,19.57,broken clouds
707,Kholm,RU,59.2667,32.85,36.79,59,89,6.11,overcast clouds
708,Beipiao,CN,41.7919,120.7792,60.12,11,0,20.65,clear sky
709,Amapa,BR,1.0,-52.0,71.44,99,99,1.77,overcast clouds
710,Huarmey,PE,-10.0681,-78.1522,66.97,88,91,6.02,overcast clouds
711,Kattivakkam,IN,13.2167,80.3167,96.89,77,67,14.54,broken clouds
712,Leh,IN,34.1667,77.5833,50.16,39,59,0.67,broken clouds
